provinsi,kabupaten/kota,tahun,upahminimum,kenaikanupah,persentasekenaikan,upahsebelumnya
Jawa Timur,Pasuruan,2014,1360000,-830000.0,-37.9,2190000.0
Jawa Timur,Pasuruan,2015,2700000,1340000.0,98.53,1360000.0
Jawa Timur,Pasuruan,2015,1575000,-1125000.0,-41.67,2700000.0
Jawa Timur,Pasuruan,2016,3037500,1462500.0,92.86,1575000.0
Jawa Timur,Pasuruan,2016,1757000,-1280500.0,-42.16,3037500.0
Jawa Timur,Pasuruan,2017,3288100,1531100.0,87.14,1757000.0
Jawa Timur,Pasuruan,2017,1879220,-1408880.0,-42.85,3288100.0
Jawa Timur,Pasuruan,2018,3574486,1695266.0,90.21,1879220.0
Jawa Timur,Pasuruan,2018,2067612,-1506874.0,-42.16,3574486.0
Jawa Timur,Pasuruan,2019,3861518,1793906.0,86.76,2067612.0
Jawa Timur,Pasuruan,2019,2575616,-1285902.0,-33.3,3861518.0
Jawa Timur,Pasuruan,2020,4190133,1614517.0,62.68,2575616.0
Jawa Timur,Pasuruan,2020,2532234,-1657899.0,-39.57,4190133.0
Jawa Timur,Pasuruan,2021,4290133,1757899.0,69.42,2532234.0
Jawa Timur,Pasuruan,2021,2819801,-1470332.0,-34.27,4290133.0
Jawa Timur,Pasuruan,2022,4365133,1545332.0,54.8,2819801.0
Jawa Timur,Pasuruan,2022,2838837,-1526296.0,-34.97,4365133.0
Jawa Timur,Pasuruan,2023,4515133,1676296.0,59.05,2838837.0
Jawa Timur,Pasuruan,2023,3038837,-1476296.0,-32.7,4515133.0
Jawa Tengah,Pati,2013,927600,,,
Jawa Tengah,Pati,2014,1013027,85427.0,9.21,927600.0
Jawa Tengah,Pati,2015,1176500,163473.0,16.14,1013027.0
Jawa Tengah,Pati,2016,1310000,133500.0,11.35,1176500.0
Jawa Tengah,Pati,2017,1420500,110500.0,8.44,1310000.0
Jawa Tengah,Pati,2018,1585000,164500.0,11.58,1420500.0
Jawa Tengah,Pati,2019,1742000,157000.0,9.91,1585000.0
Jawa Tengah,Pati,2020,1891000,149000.0,8.55,1742000.0
Jawa Tengah,Pati,2021,1953000,62000.0,3.28,1891000.0
Jawa Tengah,Pati,2022,1968339,15339.0,0.79,1953000.0
Jawa Tengah,Pati,2023,2107697,139358.0,7.08,1968339.0
Jawa Tengah,Pekalongan,2013,962000,,,
Jawa Tengah,Pekalongan,2014,1145000,183000.0,19.02,962000.0
Jawa Tengah,Pekalongan,2015,1271000,126000.0,11.0,1145000.0
Jawa Tengah,Pekalongan,2016,1463000,192000.0,15.11,1271000.0
Jawa Tengah,Pekalongan,2017,1583697,120697.0,8.25,1463000.0
Jawa Tengah,Pekalongan,2018,1721637,137940.0,8.71,1583697.0
Jawa Tengah,Pekalongan,2019,1859885,138248.0,8.03,1721637.0
Jawa Tengah,Pekalongan,2020,2018161,158276.0,8.51,1859885.0
Jawa Tengah,Pekalongan,2021,2084155,65994.0,3.27,2018161.0
Jawa Tengah,Pekalongan,2022,2094646,10491.0,0.5,2084155.0
Jawa Tengah,Pekalongan,2023,2247345,152699.0,7.29,2094646.0
Jawa Tengah,Pekalongan Kota,2013,980000,,,
Jawa Tengah,Pekalongan Kota,2014,1165000,185000.0,18.88,980000.0
Jawa Tengah,Pekalongan Kota,2015,1291000,126000.0,10.82,1165000.0
Jawa Tengah,Pekalongan Kota,2016,1500000,209000.0,16.19,1291000.0
Jawa Tengah,Pekalongan Kota,2017,1623750,123750.0,8.25,1500000.0
Jawa Tengah,Pekalongan Kota,2018,1765178,141428.0,8.71,1623750.0
Jawa Tengah,Pekalongan Kota,2019,1906922,141744.0,8.03,1765178.0
Jawa Tengah,Pekalongan Kota,2020,2072000,165078.0,8.66,1906922.0
Jawa Tengah,Pekalongan Kota,2021,2139754,67754.0,3.27,2072000.0
Jawa Tengah,Pekalongan Kota,2022,2156213,16459.0,0.77,2139754.0
Jawa Tengah,Pekalongan Kota,2023,2305822,149609.0,6.94,2156213.0
Jawa Tengah,Pemalang,2013,908000,,,
Jawa Tengah,Pemalang,2014,1066000,158000.0,17.4,908000.0
Jawa Tengah,Pemalang,2015,1193400,127400.0,11.95,1066000.0
Jawa Tengah,Pemalang,2016,1325000,131600.0,11.03,1193400.0
Jawa Tengah,Pemalang,2017,1460000,135000.0,10.19,1325000.0
Jawa Tengah,Pemalang,2018,1588000,128000.0,8.77,1460000.0
Jawa Tengah,Pemalang,2019,1718000,130000.0,8.19,1588000.0
Jawa Tengah,Pemalang,2020,1865000,147000.0,8.56,1718000.0
Jawa Tengah,Pemalang,2021,1926000,61000.0,3.27,1865000.0
Jawa Tengah,Pemalang,2022,1940890,14890.0,0.77,1926000.0
Jawa Tengah,Pemalang,2023,2081783,140893.0,7.26,1940890.0
Jawa Timur,Ponorogo,2013,924000,,,
Jawa Timur,Ponorogo,2014,1000000,76000.0,8.23,924000.0
Jawa Timur,Ponorogo,2015,1150000,150000.0,15.0,1000000.0
Jawa Timur,Ponorogo,2016,1283000,133000.0,11.57,1150000.0
Jawa Timur,Ponorogo,2017,1388850,105850.0,8.25,1283000.0
Jawa Timur,Ponorogo,2018,1509816,120966.0,8.71,1388850.0
Jawa Timur,Ponorogo,2019,1763267,253451.0,16.79,1509816.0
Jawa Timur,Ponorogo,2020,1913321,150054.0,8.51,1763267.0
Jawa Timur,Ponorogo,2021,1938321,25000.0,1.31,1913321.0
Jawa Timur,Ponorogo,2022,1954281,15960.0,0.82,1938321.0
Jawa Timur,Ponorogo,2023,2149709,195428.0,10.0,1954281.0
Jawa Timur,Probolinggo,2013,1198600,,,
Jawa Timur,Probolinggo,2013,1103200,-95400.0,-7.96,1198600.0
Jawa Timur,Probolinggo,2014,1353750,250550.0,22.71,1103200.0
Jawa Timur,Probolinggo,2014,1250000,-103750.0,-7.66,1353750.0
Jawa Timur,Probolinggo,2015,1556800,306800.0,24.54,1250000.0
Jawa Timur,Probolinggo,2015,1437500,-119300.0,-7.66,1556800.0
Jawa Timur,Probolinggo,2016,1736000,298500.0,20.77,1437500.0
Jawa Timur,Probolinggo,2016,1603000,-133000.0,-7.66,1736000.0
Jawa Timur,Probolinggo,2017,1879220,276220.0,17.23,1603000.0
Jawa Timur,Probolinggo,2017,1735250,-143970.0,-7.66,1879220.0
Jawa Timur,Probolinggo,2018,2042900,307650.0,17.73,1735250.0
Jawa Timur,Probolinggo,2018,1886387,-156513.0,-7.66,2042900.0
Jawa Timur,Probolinggo,2019,2306944,420557.0,22.29,1886387.0
Jawa Timur,Probolinggo,2019,2137864,-169080.0,-7.33,2306944.0
Jawa Timur,Probolinggo,2020,2503265,365401.0,17.09,2137864.0
Jawa Timur,Probolinggo,2020,2355662,-147603.0,-5.9,2503265.0
Jawa Timur,Probolinggo,2021,2553265,197603.0,8.39,2355662.0
Jawa Timur,Probolinggo,2021,2350000,-203265.0,-7.96,2553265.0
Jawa Timur,Probolinggo,2022,2553265,203265.0,8.65,2350000.0
Jawa Timur,Probolinggo,2022,2376240,-177025.0,-6.93,2553265.0
Jawa Timur,Probolinggo,2023,2753265,377025.0,15.87,2376240.0
Jawa Timur,Probolinggo,2023,2576240,-177025.0,-6.43,2753265.0
Jawa Tengah,Purbalingga,2013,896005,,,
Jawa Tengah,Purbalingga,2014,1023000,126995.0,14.17,896005.0
Jawa Tengah,Purbalingga,2015,1101600,78600.0,7.68,1023000.0
Jawa Tengah,Purbalingga,2016,1377500,275900.0,25.05,1101600.0
Jawa Tengah,Purbalingga,2017,1522500,145000.0,10.53,1377500.0
Jawa Tengah,Purbalingga,2018,1655200,132700.0,8.72,1522500.0
Jawa Tengah,Purbalingga,2019,1788500,133300.0,8.05,1655200.0
Jawa Tengah,Purbalingga,2020,1940800,152300.0,8.52,1788500.0
Jawa Tengah,Purbalingga,2021,1988000,47200.0,2.43,1940800.0
Jawa Tengah,Purbalingga,2022,1996814,8814.0,0.44,1988000.0
Jawa Tengah,Purbalingga,2023,2130980,134166.0,6.72,1996814.0
Jawa Barat,Purwakarta,2013,1693167,,,
Jawa Barat,Purwakarta,2014,2100000,406833.0,24.03,1693167.0
Jawa Barat,Purwakarta,2015,2600000,500000.0,23.81,2100000.0
Jawa Barat,Purwakarta,2016,2927990,327990.0,12.62,2600000.0
Jawa Barat,Purwakarta,2017,3169549,241559.0,8.25,2927990.0
Jawa Barat,Purwakarta,2018,3445617,276068.0,8.71,3169549.0
Jawa Barat,Purwakarta,2019,3722299,276682.0,8.03,3445617.0
Jawa Barat,Purwakarta,2020,4039067,316768.0,8.51,3722299.0
Jawa Barat,Purwakarta,2021,4173568,134501.0,3.33,4039067.0
Jawa Barat,Purwakarta,2022,4173568,0.0,0.0,4173568.0
Jawa Barat,Purwakarta,2023,4464675,291107.0,6.98,4173568.0
Jawa Tengah,Purworejo,2013,835000,,,
Jawa Tengah,Purworejo,2014,975000,140000.0,16.77,835000.0
Jawa Tengah,Purworejo,2015,1157500,182500.0,18.72,975000.0
Jawa Tengah,Purworejo,2016,1324600,167100.0,14.44,1157500.0
Jawa Tengah,Purworejo,2017,1433900,109300.0,8.25,1324600.0
Jawa Tengah,Purworejo,2018,1560000,126100.0,8.79,1433900.0
Jawa Tengah,Purworejo,2019,1686000,126000.0,8.08,1560000.0
Jawa Tengah,Purworejo,2020,1835000,149000.0,8.84,1686000.0
Jawa Tengah,Purworejo,2021,1895000,60000.0,3.27,1835000.0
Jawa Tengah,Purworejo,2022,1911850,16850.0,0.89,1895000.0
Jawa Tengah,Purworejo,2023,2043902,132052.0,6.91,1911850.0
Jawa Tengah,Rembang,2013,896000,,,
Jawa Tengah,Rembang,2014,985000,89000.0,9.93,896000.0
Jawa Tengah,Rembang,2015,1120000,135000.0,13.71,985000.0
Jawa Tengah,Rembang,2016,1300000,180000.0,16.07,1120000.0
Jawa Tengah,Rembang,2017,1408000,108000.0,8.31,1300000.0
Jawa Tengah,Rembang,2018,1535000,127000.0,9.02,1408000.0
Jawa Tengah,Rembang,2019,1660000,125000.0,8.14,1535000.0
Jawa Tengah,Rembang,2020,1802000,142000.0,8.55,1660000.0
Jawa Tengah,Rembang,2021,1861000,59000.0,3.27,1802000.0
Jawa Tengah,Rembang,2022,1874322,13322.0,0.72,1861000.0
Jawa Tengah,Rembang,2023,2015927,141605.0,7.55,1874322.0
Jawa Tengah,Salatiga,2013,974000,,,
Jawa Tengah,Salatiga,2014,1170000,196000.0,20.12,974000.0
Jawa Tengah,Salatiga,2015,1287000,117000.0,10.0,1170000.0
Jawa Tengah,Salatiga,2016,1450953,163953.0,12.74,1287000.0
Jawa Tengah,Salatiga,2017,1596844,145891.0,10.05,1450953.0
Jawa Tengah,Salatiga,2018,1735930,139086.0,8.71,1596844.0
Jawa Tengah,Salatiga,2019,1875325,139395.0,8.03,1735930.0
Jawa Tengah,Salatiga,2020,2034915,159590.0,8.51,1875325.0
Jawa Tengah,Salatiga,2021,2101457,66542.0,3.27,2034915.0
Jawa Tengah,Salatiga,2022,2128523,27066.0,1.29,2101457.0
Jawa Tengah,Salatiga,2023,2284179,155656.0,7.31,2128523.0
Jawa Timur,Sampang,2013,1104600,,,
Jawa Timur,Sampang,2014,1120000,15400.0,1.39,1104600.0
Jawa Timur,Sampang,2015,1231650,111650.0,9.97,1120000.0
Jawa Timur,Sampang,2016,1387000,155350.0,12.61,1231650.0
Jawa Timur,Sampang,2017,1501430,114430.0,8.25,1387000.0
Jawa Timur,Sampang,2018,1632201,130771.0,8.71,1501430.0
Jawa Timur,Sampang,2019,1763267,131066.0,8.03,1632201.0
Jawa Timur,Sampang,2020,1913321,150054.0,8.51,1763267.0
Jawa Timur,Sampang,2021,1938321,25000.0,1.31,1913321.0
Jawa Timur,Sampang,2022,1922122,-16199.0,-0.84,1938321.0
Jawa Timur,Sampang,2023,2114335,192213.0,10.0,1922122.0
Jawa Tengah,Semarang,2013,1051000,,,
Jawa Tengah,Semarang,2013,1209100,158100.0,15.04,1051000.0
Jawa Tengah,Semarang,2014,1208200,-900.0,-0.07,1209100.0
Jawa Tengah,Semarang,2014,1435000,226800.0,18.77,1208200.0
Jawa Tengah,Semarang,2015,1419000,-16000.0,-1.11,1435000.0
Jawa Tengah,Semarang,2015,1685000,266000.0,18.75,1419000.0
Jawa Tengah,Semarang,2016,1610000,-75000.0,-4.45,1685000.0
Jawa Tengah,Semarang,2016,1909000,299000.0,18.57,1610000.0
Jawa Tengah,Semarang,2017,1745000,-164000.0,-8.59,1909000.0
Jawa Tengah,Semarang,2017,2125000,380000.0,21.78,1745000.0
Jawa Tengah,Semarang,2018,1900000,-225000.0,-10.59,2125000.0
Jawa Tengah,Semarang,2018,2310087,410087.0,21.58,1900000.0
Jawa Tengah,Semarang,2019,2055000,-255087.0,-11.04,2310087.0
Jawa Tengah,Semarang,2019,2498587,443587.0,21.59,2055000.0
Jawa Tengah,Semarang,2020,2229880,-268707.0,-10.75,2498587.0
Jawa Tengah,Semarang,2020,2715000,485120.0,21.76,2229880.0
Jawa Tengah,Semarang,2021,2302798,-412202.0,-15.18,2715000.0
Jawa Tengah,Semarang,2021,2810025,507227.0,22.03,2302798.0
Jawa Tengah,Semarang,2022,2311254,-498771.0,-17.75,2810025.0
Jawa Tengah,Semarang,2022,2835021,523767.0,22.66,2311254.0
Jawa Tengah,Semarang,2023,2480988,-354033.0,-12.49,2835021.0
Jawa Tengah,Semarang,2023,3060348,579360.0,23.35,2480988.0
Banten,Serang,2013,2080000,,,
Banten,Serang,2014,2340000,260000.0,12.5,2080000.0
Banten,Serang,2015,2700000,360000.0,15.38,2340000.0
Banten,Serang,2016,3010500,310500.0,11.5,2700000.0
Banten,Serang,2017,3258866,248366.0,8.25,3010500.0
Banten,Serang,2018,3542714,283848.0,8.71,3258866.0
Banten,Serang,2019,3827193,284479.0,8.03,3542714.0
Banten,Serang,2020,4152887,325694.0,8.51,3827193.0
Banten,Serang,2021,4215181,62294.0,1.5,4152887.0
Banten,Serang,2022,4215180,-1.0,-0.0,4215181.0
Banten,Serang,2023,4492961,277781.0,6.59,4215180.0
Banten,Serang Kota,2013,1798446,,,
Banten,Serang Kota,2014,2166000,367554.0,20.44,1798446.0
Banten,Serang Kota,2015,2375000,209000.0,9.65,2166000.0
Banten,Serang Kota,2016,2648125,273125.0,11.5,2375000.0
Banten,Serang Kota,2017,2866595,218470.0,8.25,2648125.0
Banten,Serang Kota,2018,3116276,249681.0,8.71,2866595.0
Banten,Serang Kota,2019,3366512,250236.0,8.03,3116276.0
Banten,Serang Kota,2020,3773940,407428.0,12.1,3366512.0
Banten,Serang Kota,2021,3830549,56609.0,1.5,3773940.0
Banten,Serang Kota,2022,3850526,19977.0,0.52,3830549.0
Banten,Serang Kota,2023,4090799,240273.0,6.24,3850526.0
Jawa Timur,Sidoarjo,2013,1720000,,,
Jawa Timur,Sidoarjo,2014,2190000,470000.0,27.33,1720000.0
Jawa Timur,Sidoarjo,2015,2705000,515000.0,23.52,2190000.0
Jawa Timur,Sidoarjo,2016,3040000,335000.0,12.38,2705000.0
Jawa Timur,Sidoarjo,2017,3290800,250800.0,8.25,3040000.0
Jawa Timur,Sidoarjo,2018,3577428,286628.0,8.71,3290800.0
Jawa Timur,Sidoarjo,2019,3864696,287268.0,8.03,3577428.0
Jawa Timur,Sidoarjo,2020,4193581,328885.0,8.51,3864696.0
Jawa Timur,Sidoarjo,2021,4293581,100000.0,2.38,4193581.0
Jawa Timur,Sidoarjo,2022,4368581,75000.0,1.75,4293581.0
Jawa Timur,Sidoarjo,2023,4518581,150000.0,3.43,4368581.0
Jawa Timur,Situbondo,2013,1048000,,,
Jawa Timur,Situbondo,2014,1071000,23000.0,2.19,1048000.0
Jawa Timur,Situbondo,2015,1209900,138900.0,12.97,1071000.0
Jawa Timur,Situbondo,2016,1374000,164100.0,13.56,1209900.0
Jawa Timur,Situbondo,2017,1487360,113360.0,8.25,1374000.0
Jawa Timur,Situbondo,2018,1616903,129543.0,8.71,1487360.0
Jawa Timur,Situbondo,2019,1763267,146364.0,9.05,1616903.0
Jawa Timur,Situbondo,2020,1913321,150054.0,8.51,1763267.0
Jawa Timur,Situbondo,2021,1938321,25000.0,1.31,1913321.0
Jawa Timur,Situbondo,2022,1942750,4429.0,0.23,1938321.0
Jawa Timur,Situbondo,2023,2137025,194275.0,10.0,1942750.0
Daerah Istimewa Yogyakarta,Sleman,2013,1026181,,,
Daerah Istimewa Yogyakarta,Sleman,2014,1127000,100819.0,9.82,1026181.0
Daerah Istimewa Yogyakarta,Sleman,2015,1200000,73000.0,6.48,1127000.0
Daerah Istimewa Yogyakarta,Sleman,2016,1338000,138000.0,11.5,1200000.0
Daerah Istimewa Yogyakarta,Sleman,2017,1448385,110385.0,8.25,1338000.0
Daerah Istimewa Yogyakarta,Sleman,2018,1574550,126165.0,8.71,1448385.0
Daerah Istimewa Yogyakarta,Sleman,2019,1701000,126450.0,8.03,1574550.0
Daerah Istimewa Yogyakarta,Sleman,2020,1846000,145000.0,8.52,1701000.0
Daerah Istimewa Yogyakarta,Sleman,2021,1903500,57500.0,3.11,1846000.0
Daerah Istimewa Yogyakarta,Sleman,2022,2001000,97500.0,5.12,1903500.0
Daerah Istimewa Yogyakarta,Sleman,2023,2159519,158519.0,7.92,2001000.0
Jawa Tengah,Sragen,2013,864000,,,
Jawa Tengah,Sragen,2014,960000,96000.0,11.11,864000.0
Jawa Tengah,Sragen,2015,1105000,145000.0,15.1,960000.0
Jawa Tengah,Sragen,2016,1300000,195000.0,17.65,1105000.0
Jawa Tengah,Sragen,2017,1422585,122585.0,9.43,1300000.0
Jawa Tengah,Sragen,2018,1546492,123907.0,8.71,1422585.0
Jawa Tengah,Sragen,2019,1673500,127008.0,8.21,1546492.0
Jawa Tengah,Sragen,2020,1815914,142414.0,8.51,1673500.0
Jawa Tengah,Sragen,2021,1829500,13586.0,0.75,1815914.0
Jawa Tengah,Sragen,2022,1839429,9929.0,0.54,1829500.0
Jawa Tengah,Sragen,2023,1969569,130140.0,7.08,1839429.0
Jawa Barat,Subang,2013,1220000,,,
Jawa Barat,Subang,2014,1557956,337956.0,27.7,1220000.0
Jawa Barat,Subang,2015,1900000,342044.0,21.95,1557956.0
Jawa Barat,Subang,2016,2149720,249720.0,13.14,1900000.0
Jawa Barat,Subang,2017,2327072,177352.0,8.25,2149720.0
Jawa Barat,Subang,2018,2529759,202687.0,8.71,2327072.0
Jawa Barat,Subang,2019,2732899,203140.0,8.03,2529759.0
Jawa Barat,Subang,2020,2965468,232569.0,8.51,2732899.0
Jawa Barat,Subang,2021,3064218,98750.0,3.33,2965468.0
Jawa Barat,Subang,2022,3064218,0.0,0.0,3064218.0
Jawa Barat,Subang,2023,3273810,209592.0,6.84,3064218.0
Jawa Barat,Sukabumi,2013,1201020,,,
Jawa Barat,Sukabumi,2014,1565922,364902.0,30.38,1201020.0
Jawa Barat,Sukabumi,2015,1940000,374078.0,23.89,1565922.0
Jawa Barat,Sukabumi,2016,2195435,255435.0,13.17,1940000.0
Jawa Barat,Sukabumi,2017,2376558,181123.0,8.25,2195435.0
Jawa Barat,Sukabumi,2018,2583557,206999.0,8.71,2376558.0
Jawa Barat,Sukabumi,2019,2791016,207459.0,8.03,2583557.0
Jawa Barat,Sukabumi,2020,3028531,237515.0,8.51,2791016.0
Jawa Barat,Sukabumi,2021,3125444,96913.0,3.2,3028531.0
Jawa Barat,Sukabumi,2022,3125444,0.0,0.0,3125444.0
Jawa Barat,Sukabumi,2023,3351883,226439.0,7.25,3125444.0
Jawa Barat,Sukabumi Kota,2013,1050000,,,
Jawa Barat,Sukabumi Kota,2014,1350000,300000.0,28.57,1050000.0
Jawa Barat,Sukabumi Kota,2015,1572000,222000.0,16.44,1350000.0
Jawa Barat,Sukabumi Kota,2016,1834175,262175.0,16.68,1572000.0
Jawa Barat,Sukabumi Kota,2017,1985494,151319.0,8.25,1834175.0
Jawa Barat,Sukabumi Kota,2018,2158431,172937.0,8.71,1985494.0
Jawa Barat,Sukabumi Kota,2019,2331752,173321.0,8.03,2158431.0
Jawa Barat,Sukabumi Kota,2020,2530182,198430.0,8.51,2331752.0
Jawa Barat,Sukabumi Kota,2021,2530182,0.0,0.0,2530182.0
Jawa Barat,Sukabumi Kota,2022,2562434,32252.0,1.27,2530182.0
Jawa Barat,Sukabumi Kota,2023,2747774,185340.0,7.23,2562434.0
Jawa Tengah,Sukoharjo,2013,902000,,,
Jawa Tengah,Sukoharjo,2014,1150000,248000.0,27.49,902000.0
Jawa Tengah,Sukoharjo,2015,1223000,73000.0,6.35,1150000.0
Jawa Tengah,Sukoharjo,2016,1396000,173000.0,14.15,1223000.0
Jawa Tengah,Sukoharjo,2017,1513000,117000.0,8.38,1396000.0
Jawa Tengah,Sukoharjo,2018,1648000,135000.0,8.92,1513000.0
Jawa Tengah,Sukoharjo,2019,1783500,135500.0,8.22,1648000.0
Jawa Tengah,Sukoharjo,2020,1938000,154500.0,8.66,1783500.0
Jawa Tengah,Sukoharjo,2021,1986450,48450.0,2.5,1938000.0
Jawa Tengah,Sukoharjo,2022,1998153,11703.0,0.59,1986450.0
Jawa Tengah,Sukoharjo,2023,2138247,140094.0,7.01,1998153.0
Jawa Barat,Sumedang,2013,1381700,,,
Jawa Barat,Sumedang,2014,1735473,353773.0,25.6,1381700.0
Jawa Barat,Sumedang,2015,2001195,265722.0,15.31,1735473.0
Jawa Barat,Sumedang,2016,2275715,274520.0,13.72,2001195.0
Jawa Barat,Sumedang,2017,2463461,187746.0,8.25,2275715.0
Jawa Barat,Sumedang,2018,2678029,214568.0,8.71,2463461.0
Jawa Barat,Sumedang,2019,2893074,215045.0,8.03,2678029.0
Jawa Barat,Sumedang,2020,3139275,246201.0,8.51,2893074.0
Jawa Barat,Sumedang,2021,3241929,102654.0,3.27,3139275.0
Jawa Barat,Sumedang,2022,3241929,0.0,0.0,3241929.0
Jawa Barat,Sumedang,2023,3471134,229205.0,7.07,3241929.0
Jawa Timur,Sumenep,2013,965000,,,
Jawa Timur,Sumenep,2014,1090000,125000.0,12.95,965000.0
Jawa Timur,Sumenep,2015,1253500,163500.0,15.0,1090000.0
Jawa Timur,Sumenep,2016,1398000,144500.0,11.53,1253500.0
Jawa Timur,Sumenep,2017,1513340,115340.0,8.25,1398000.0
Jawa Timur,Sumenep,2018,1645146,131806.0,8.71,1513340.0
Jawa Timur,Sumenep,2019,1801406,156260.0,9.5,1645146.0
Jawa Timur,Sumenep,2020,1954705,153299.0,8.51,1801406.0
Jawa Timur,Sumenep,2021,1954705,0.0,0.0,1954705.0
Jawa Timur,Sumenep,2022,1978927,24222.0,1.24,1954705.0
Jawa Timur,Sumenep,2023,2176819,197892.0,10.0,1978927.0
Jawa Timur,Surabaya,2013,1740000,,,
Jawa Timur,Surabaya,2014,2200000,460000.0,26.44,1740000.0
Jawa Timur,Surabaya,2015,2710000,510000.0,23.18,2200000.0
Jawa Timur,Surabaya,2016,3045000,335000.0,12.36,2710000.0
Jawa Timur,Surabaya,2017,3296220,251220.0,8.25,3045000.0
Jawa Timur,Surabaya,2018,3583312,287092.0,8.71,3296220.0
Jawa Timur,Surabaya,2019,3871052,287740.0,8.03,3583312.0
Jawa Timur,Surabaya,2020,4200479,329427.0,8.51,3871052.0
Jawa Timur,Surabaya,2021,4300479,100000.0,2.38,4200479.0
Jawa Timur,Surabaya,2022,4375479,75000.0,1.74,4300479.0
Jawa Timur,Surabaya,2023,4525479,150000.0,3.43,4375479.0
Jawa Tengah,Surakarta,2013,915900,,,
Jawa Tengah,Surakarta,2014,1145000,229100.0,25.01,915900.0
Jawa Tengah,Surakarta,2015,1222400,77400.0,6.76,1145000.0
Jawa Tengah,Surakarta,2016,1418000,195600.0,16.0,1222400.0
Jawa Tengah,Surakarta,2017,1534985,116985.0,8.25,1418000.0
Jawa Tengah,Surakarta,2018,1668700,133715.0,8.71,1534985.0
Jawa Tengah,Surakarta,2019,1802700,134000.0,8.03,1668700.0
Jawa Tengah,Surakarta,2020,1956200,153500.0,8.52,1802700.0
Jawa Tengah,Surakarta,2021,2013810,57610.0,2.94,1956200.0
Jawa Tengah,Surakarta,2022,2035720,21910.0,1.09,2013810.0
Jawa Tengah,Surakarta,2023,2174169,138449.0,6.8,2035720.0
Banten,Tangerang,2013,2200000,,,
Banten,Tangerang,2014,2442000,242000.0,11.0,2200000.0
Banten,Tangerang,2015,2710000,268000.0,10.97,2442000.0
Banten,Tangerang,2016,3021650,311650.0,11.5,2710000.0
Banten,Tangerang,2017,3270936,249286.0,8.25,3021650.0
Banten,Tangerang,2018,3555835,284899.0,8.71,3270936.0
Banten,Tangerang,2019,3841368,285533.0,8.03,3555835.0
Banten,Tangerang,2020,4168268,326900.0,8.51,3841368.0
Banten,Tangerang,2021,4230793,62525.0,1.5,4168268.0
Banten,Tangerang,2022,4230792,-1.0,-0.0,4230793.0
Banten,Tangerang,2023,4527688,296896.0,7.02,4230792.0
Banten,Tangerang Kota,2013,2203000,,,
Banten,Tangerang Kota,2014,2444301,241301.0,10.95,2203000.0
Banten,Tangerang Kota,2015,2730000,285699.0,11.69,2444301.0
Banten,Tangerang Kota,2016,3043950,313950.0,11.5,2730000.0
Banten,Tangerang Kota,2017,3295075,251125.0,8.25,3043950.0
Banten,Tangerang Kota,2018,3582077,287002.0,8.71,3295075.0
Banten,Tangerang Kota,2019,3869717,287640.0,8.03,3582077.0
Banten,Tangerang Kota,2020,4199029,329312.0,8.51,3869717.0
Banten,Tangerang Kota,2021,4262015,62986.0,1.5,4199029.0
Banten,Tangerang Kota,2022,4285798,23783.0,0.56,4262015.0
Banten,Tangerang Kota,2023,4584519,298721.0,6.97,4285798.0
Banten,Tangerang Selatan,2013,2200000,,,
Banten,Tangerang Selatan,2014,2442000,242000.0,11.0,2200000.0
Banten,Tangerang Selatan,2015,2710000,268000.0,10.97,2442000.0
Banten,Tangerang Selatan,2016,3021650,311650.0,11.5,2710000.0
Banten,Tangerang Selatan,2017,3270936,249286.0,8.25,3021650.0
Banten,Tangerang Selatan,2018,3555835,284899.0,8.71,3270936.0
Banten,Tangerang Selatan,2019,3841368,285533.0,8.03,3555835.0
Banten,Tangerang Selatan,2020,4168268,326900.0,8.51,3841368.0
Banten,Tangerang Selatan,2021,4230793,62525.0,1.5,4168268.0
Banten,Tangerang Selatan,2022,4280214,49421.0,1.17,4230793.0
Banten,Tangerang Selatan,2023,4551451,271237.0,6.34,4280214.0
Jawa Barat,Tasikmalaya,2013,1035000,,,
Jawa Barat,Tasikmalaya,2014,1279329,244329.0,23.61,1035000.0
Jawa Barat,Tasikmalaya,2015,1435000,155671.0,12.17,1279329.0
Jawa Barat,Tasikmalaya,2016,1632360,197360.0,13.75,1435000.0
Jawa Barat,Tasikmalaya,2017,1767029,134669.0,8.25,1632360.0
Jawa Barat,Tasikmalaya,2018,1920938,153909.0,8.71,1767029.0
Jawa Barat,Tasikmalaya,2019,2075189,154251.0,8.03,1920938.0
Jawa Barat,Tasikmalaya,2020,2251787,176598.0,8.51,2075189.0
Jawa Barat,Tasikmalaya,2021,2251787,0.0,0.0,2251787.0
Jawa Barat,Tasikmalaya,2022,2326772,74985.0,3.33,2251787.0
Jawa Barat,Tasikmalaya,2023,2499954,173182.0,7.44,2326772.0
Jawa Barat,Tasikmalaya Kota,2013,1045000,,,
Jawa Barat,Tasikmalaya Kota,2014,1237000,192000.0,18.37,1045000.0
Jawa Barat,Tasikmalaya Kota,2015,1450000,213000.0,17.22,1237000.0
Jawa Barat,Tasikmalaya Kota,2016,1641280,191280.0,13.19,1450000.0
Jawa Barat,Tasikmalaya Kota,2017,1776686,135406.0,8.25,1641280.0
Jawa Barat,Tasikmalaya Kota,2018,1931435,154749.0,8.71,1776686.0
Jawa Barat,Tasikmalaya Kota,2019,2086529,155094.0,8.03,1931435.0
